,0,1,2,3,4,5,6,7
0,-3.346851936056283e-05,-0.00010857468613468472,-0.00021853105829164096,-7.427193168828728e-05,-7.427193168828728e-05,-0.0002459441885364283,-7.427193168828728e-05,-0.0008293342473881786
1,-0.0002505251655824502,-4.777384751670174e-06,-8.806446259238489e-05,-9.521215227115018e-06,-0.00010857468613468472,-0.000274977645654616,-2.5156720017194542e-05,-0.0007615972799601156
2,-0.00037180369652157466,-0.00044446357041393904,-0.00040732238517230936,-0.00014601071449262071,-0.00010576079577944881,-0.0020864291345871,-0.0014073857753019614,-0.0049691760722689535
3,-1.6935213640960577e-05,-0.00016856457322183058,-0.00014601071449262071,-0.00014938074212645405,-9.061072104752906e-05,-7.198709382184831e-05,-5.9557705114522535e-05,-0.0007030467634657659
4,-9.061072104752906e-05,-4.6467458091291124e-05,-0.00021853105829164096,-1.6531655155990262e-06,-2.0007019569608776e-06,-0.00010576079577944881,-7.427193168828728e-05,-0.0005392958323707571
5,-4.468911144667706e-05,-0.0005236157163373414,-0.00040732238517230936,-4.468911144667706e-05,-0.0013913118148597043,-1.4879361052582412e-07,-0.009053005881839897,-0.011464782814713134
6,-8.806446259238489e-05,-0.0011967696836901322,-0.0004832278127769017,-0.0009052581015150498,-0.00019273794370031078,-0.00014938074212645405,-0.009771905143030448,-0.01278734388943168
7,-0.00030563178105963315,-1.6531655155990262e-06,-1.033565676916972e-05,-0.0017483950153314445,-0.00030563178105963315,-0.0008626208796680532,-0.0020864291345871,-0.005320697413990633
8,-0.00017222420496432205,-1.5884454446209985e-05,-1.4879361052582412e-07,-8.806446259238489e-05,-7.427193168828728e-05,-0.0001250761738353623,-1.033565676916972e-05,-0.00048600567790626207
9,-1.033565676916972e-05,-3.346851936056283e-05,-0.0003379069868846877,-0.00014938074212645405,-9.061072104752906e-05,-7.198709382184831e-05,-5.9557705114522535e-05,-0.0007532474251247742
10,-9.521215227115018e-06,-5.752864584812567e-05,-0.000609265144738028,-4.777384751670174e-06,-0.00017222420496432205,-0.00014938074212645405,-0.00014938074212645405,-0.001152078079782169
11,-4.777384751670174e-06,-1.6935213640960577e-05,-7.427193168828728e-05,-8.806446259238489e-05,-1.033565676916972e-05,-0.00010576079577944881,-3.500063737725961e-05,-0.00033514608259918105
12,-5.357619125660924e-06,-4.777384751670174e-06,-5.9557705114522535e-05,-0.002495224503049297,-0.0027741127490438526,-2.645383588945542e-07,-0.009053005881839897,-0.014392300381283796
13,-0.00030563178105963315,-0.0019027621039479847,-2.645383588945542e-07,-4.468911144667706e-05,-0.00027988496130053163,-0.0005735598587136877,-0.000710700720117428,-0.0038174930749448367
14,-1.6935213640960577e-05,-3.346851936056283e-05,-0.00021853105829164096,-5.9557705114522535e-05,-3.500063737725961e-05,-7.198709382184831e-05,-0.0001281644693197514,-0.0005636446969265463
15,-0.0003434987703136012,-0.0001250761738353623,-0.0008518537289732299,-0.0024056010356751406,-0.00040732238517230936,-4.777384751670174e-06,-0.008877762177200632,-0.013015891655921945
16,-0.00030563178105963315,-5.9557705114522535e-05,-0.00014601071449262071,-5.9557705114522535e-05,-0.0002505251655824502,-0.00010576079577944881,-7.427193168828728e-05,-0.0010013157988314854
17,-0.0005236157163373414,-0.0004832278127769017,-0.00044446357041393904,-2.645383588945542e-07,-0.00021853105829164096,-0.0011487514957925396,-0.002170214350780649,-0.004989068542751907
18,-0.0010752625476295595,-0.0023176432374048127,-0.000274977645654616,-0.00010576079577944881,-0.00021853105829164096,-0.0008103367563156745,-0.009053005881839897,-0.01385551792291565
19,-1.6935213640960577e-05,-0.00021853105829164096,-7.427193168828728e-05,-1.5884454446209985e-05,-9.521215227115018e-06,-1.4879361052582412e-07,-9.061072104752906e-05,-0.00042590338795226866
20,-0.0005656279293236946,-0.0005656279293236946,-0.00027988496130053163,-0.000274977645654616,-5.9557705114522535e-05,-0.0003434987703136012,-0.00045116846012617864,-0.002540343401156839
21,-0.0005656279293236946,-0.00021853105829164096,-0.0010169614098233571,-0.00014601071449262071,-8.806446259238489e-05,-3.346851936056283e-05,-0.009771905143030448,-0.011840569236914709
22,-0.0016006254764589975,-0.0006545281009924953,-0.0008518537289732299,-0.00030563178105963315,-5.9557705114522535e-05,-0.00010857468613468472,-0.009053005881839897,-0.01263377736057346
23,-0.0006545281009924953,-0.0009052581015150498,-1.033565676916972e-05,-0.0010169614098233571,-3.500063737725961e-05,-0.0010293522080408182,-0.002170214350780649,-0.005821650465298799
24,-2.3866933882486216e-05,-0.0006545281009924953,-0.00016856457322183058,-3.346851936056283e-05,-4.6467458091291124e-05,-0.0003434987703136012,-0.0005735598587136877,-0.0018439542145759547
25,-0.003813076993959287,-0.00014601071449262071,-0.0007499344206490472,-0.0013248251100965386,-1.6531655155990262e-06,-0.0012747590523541396,-0.010904332901864752,-0.018214592358931986
26,-5.752864584812567e-05,-0.0005656279293236946,-0.0017483950153314445,-0.00021853105829164096,-0.00040732238517230936,-5.9557705114522535e-05,-0.010329977633590906,-0.013386940372672643
27,-0.0002505251655824502,-4.777384751670174e-06,-8.806446259238489e-05,-9.521215227115018e-06,-0.00010857468613468472,-0.000274977645654616,-2.5156720017194542e-05,-0.0007615972799601156
28,-0.0013248251100965386,-0.00037180369652157466,-0.0006545281009924953,-0.00010576079577944881,-0.0004136441277927832,-0.0010293522080408182,-0.0015466429379424776,-0.005446556977166136
29,-0.0002505251655824502,-4.777384751670174e-06,-8.806446259238489e-05,-9.521215227115018e-06,-0.00010857468613468472,-0.000274977645654616,-2.5156720017194542e-05,-0.0007615972799601156
30,-0.00019273794370031078,-0.0001250761738353623,-0.00010576079577944881,-0.0011967696836901322,-0.00030563178105963315,-4.468911144667706e-05,-0.009053005881839897,-0.011023671371351462
31,-1.5884454446209985e-05,-0.000274977645654616,-0.0007014175825613624,-9.061072104752906e-05,-0.00017222420496432205,-0.00014938074212645405,-0.00014938074212645405,-0.0015538760929269476
32,-0.0008000794938746131,-9.521215227115018e-06,-9.061072104752906e-05,-1.5884454446209985e-05,-0.0003777545476022901,-4.468911144667706e-05,-0.00017222420496432205,-0.0015107637486087564
33,-0.0004832278127769017,-0.0013248251100965386,-1.4879361052582412e-07,-5.752864584812567e-05,-0.000710700720117428,-0.0003434987703136012,-0.00045116846012617864,-0.0033710983128893
34,-9.061072104752906e-05,-3.346851936056283e-05,-2.3866933882486216e-05,-4.468911144667706e-05,-0.0001281644693197514,-0.00014601071449262071,-7.427193168828728e-05,-0.0005410824012379146
35,-4.777384751670174e-06,-5.9557705114522535e-05,-9.521215227115018e-06,-2.0007019569608776e-06,-4.777384751670174e-06,-1.5884454446209985e-05,-5.357619125660924e-06,-0.00010187646537380968
36,-0.0016736864328623904,-0.000609265144738028,-4.468911144667706e-05,-0.00010576079577944881,-0.00030563178105963315,-0.0008626208796680532,-0.005070738940001385,-0.008672393085555615
37,-0.000274977645654616,-0.0003434987703136012,-7.427193168828728e-05,-8.806446259238489e-05,-1.033565676916972e-05,-0.00010576079577944881,-3.500063737725961e-05,-0.0009319099001747675
38,-0.0010752625476295595,-0.00027988496130053163,-5.752864584812567e-05,-0.00014938074212645405,-0.0001966955868665769,-0.00030563178105963315,-0.00022279564523368302,-0.0022871799100645635
39,-1.6935213640960577e-05,-3.346851936056283e-05,-0.00021853105829164096,-5.9557705114522535e-05,-3.500063737725961e-05,-7.198709382184831e-05,-0.0001281644693197514,-0.0005636446969265463
40,-0.00019273794370031078,-2.5156720017194542e-05,-4.777384751670174e-06,-1.6531655155990262e-06,-5.9557705114522535e-05,-1.4879361052582412e-07,-2.5156720017194542e-05,-0.0003091884327270174
41,-0.0001966955868665769,-0.0005236157163373414,-4.6467458091291124e-05,-9.521215227115018e-06,-1.5884454446209985e-05,-1.4879361052582412e-07,-9.061072104752906e-05,-0.0008829439456265895
42,-0.00045116846012617864,-1.4879361052582412e-07,-0.0003379069868846877,-2.645383588945542e-07,-0.00010857468613468472,-0.00037180369652157466,-3.500063737725961e-05,-0.0013048677990138058
43,-0.000274977645654616,-0.00010576079577944881,-0.0013913118148597043,-0.000274977645654616,-0.0005656279293236946,-0.0020864291345871,-0.003519668203340311,-0.00821875316919949
44,-0.00014601071449262071,-0.0001281644693197514,-1.5884454446209985e-05,-2.645383588945542e-07,-0.0001281644693197514,-0.00016856457322183058,-3.500063737725961e-05,-0.0006220538565363182
45,-0.00016856457322183058,-0.000609265144738028,-0.00019273794370031078,-1.6935213640960577e-05,-0.00030563178105963315,-7.427193168828728e-05,-0.0032026520040386373,-0.004570058592087688
46,-0.0002505251655824502,-4.777384751670174e-06,-8.806446259238489e-05,-9.521215227115018e-06,-0.00010857468613468472,-0.000274977645654616,-2.5156720017194542e-05,-0.0007615972799601156
47,-2.5156720017194542e-05,-0.0001281644693197514,-2.645383588945542e-07,-5.752864584812567e-05,-1.6935213640960577e-05,-3.346851936056283e-05,-5.752864584812567e-05,-0.00031904675239361526
48,-1.5884454446209985e-05,-4.468911144667706e-05,-0.000274977645654616,-0.00010576079577944881,-0.00017222420496432205,-0.00014938074212645405,-0.00014938074212645405,-0.000912297696544182
49,-2.645383588945542e-07,-3.346851936056283e-05,-1.4879361052582412e-07,-1.5884454446209985e-05,-0.00010857468613468472,-5.752864584812567e-05,-4.6467458091291124e-05,-0.0002623370958502947
50,-3.346851936056283e-05,-0.00037180369652157466,-0.0010752625476295595,-0.0008518537289732299,-4.468911144667706e-05,-1.4879361052582412e-07,-0.009053005881839897,-0.011430232279382026
51,-5.9557705114522535e-05,-3.346851936056283e-05,-7.427193168828728e-05,-8.806446259238489e-05,-1.033565676916972e-05,-0.00010576079577944881,-3.500063737725961e-05,-0.00040645970868163575
52,-0.00016856457322183058,-0.0003379069868846877,-1.4879361052582412e-07,-0.0002459441885364283,-5.9557705114522535e-05,-0.0003434987703136012,-0.00045116846012617864,-0.0016067894778077746
53,-9.521215227115018e-06,-0.00021853105829164096,-0.00014938074212645405,-4.777384751670174e-06,-4.777384751670174e-06,-9.061072104752906e-05,-2.645383588945542e-07,-0.00047786304455497394
54,-4.468911144667706e-05,-1.033565676916972e-05,-3.346851936056283e-05,-2.3866933882486216e-05,-1.4879361052582412e-07,-1.5884454446209985e-05,-0.0003434987703136012,-0.00047189223982923277
55,-7.198709382184831e-05,-0.0001966955868665769,-0.0003379069868846877,-0.00010857468613468472,-7.427193168828728e-05,-0.00021853105829164096,-7.427193168828728e-05,-0.0010822392753760133
56,-0.0012109285682349359,-0.0003434987703136012,-0.00031087587340625217,-0.00014601071449262071,-0.0004832278127769017,-0.0005236157163373414,-0.00019273794370031078,-0.0032108953992619634
57,-0.006315112062119051,-0.0007596970966562348,-4.6467458091291124e-05,-0.0005236157163373414,-0.0004832278127769017,-0.0019027621039479847,-0.000609265144738028,-0.010640147394666833
58,-3.346851936056283e-05,-0.001259978197839896,-0.0007499344206490472,-0.0003379069868846877,-0.00030563178105963315,-4.6467458091291124e-05,-0.009771905143030448,-0.012505292506915566
59,-0.0033772026962269916,-0.00030563178105963315,-0.0009602936366420558,-1.5884454446209985e-05,-5.752864584812567e-05,-0.0004903285203488212,-0.009408865143700727,-0.014615734878272564
60,-1.6935213640960577e-05,-2.645383588945542e-07,-4.777384751670174e-06,-4.468911144667706e-05,-4.777384751670174e-06,-4.777384751670174e-06,-7.427193168828728e-05,-0.00015049294938983
61,-0.00010576079577944881,-0.0006545281009924953,-0.001824752969710109,-0.00021853105829164096,-0.0003379069868846877,-0.0001281644693197514,-0.010329977633590906,-0.013599622014569039
62,-7.427193168828728e-05,-1.4879361052582412e-07,-0.00010576079577944881,-1.5884454446209985e-05,-0.00014938074212645405,-0.00021853105829164096,-7.427193168828728e-05,-0.0006382497076308542
63,-0.00030563178105963315,-0.00044446357041393904,-9.061072104752906e-05,-4.777384751670174e-06,-0.00016856457322183058,-0.0004136441277927832,-0.0005735598587136877,-0.0020012520170010727
